fermi level
degradation of tetracycline under visible light
hydrogen energy conversion
pollutant under visible light
g c3n4 cuo
filter effect
g c3n4 biobrxi1 x
n co doped
to determine whether
this method
all cases
co reactant
mosx g c3n4
design of highly active
7.6 times
facile in situ precipitation
pseudo first order rate
graphene oxide modified
to elucidate
prevention of
confirmed by x ray diffraction
the surface of
photocatalytic rate
120 degrees
a promising technology
successful construction of
samples with satisfactory
higher catalytic
visible light photocatalytic water splitting
resonance effect
100 nm
several advantages
any external
characterized using
photocatalytic degradation of rhodamine b
the as constructed
the same conditions
no removal efficiency
dots modified
pt decorated g c3n4
cu 2
higher photocatalytic performance than
rich surface
for acetylene hydrochlorination
increased with increasing
g l 1
four types
the same condition
efficient photocatalytic performance
following order
produced by
efficiency of charge carriers
heterostructure composite
10 ppm
explained in terms of
synthesized by pyrolysis
efficiency of charge separation
visible light photocatalytic h 2 evolution
photocatalytic production of hydrogen
played important
high response
to resolve
driving force for
vis spectroscopy
intramolecular charge
approximately 50
into aniline
c3n4 cu2o
carbon supported
route to prepare
after 120 min
photoelectrochemical detection of
sensitized graphitic carbon nitride
n 4
controllable synthesis of
50 mg
an efficient metal free
high charge recombination
still retained
ti o
nm light irradiation
linear range from 10
applications including
a new opportunity
located at
photocatalysts with high performance
g c3n4 bivo4
3d network
zno and g c3n4
from aqueous solution
clearly revealed
the optimal
nd g c3n4
mechanism of photocatalytic degradation
mixture of g c3n4 and
a facile two step
3 amino 1,2,4
highly efficient photo
recent advances in
o g c3n4
g c3n4 heterojunction
times higher activity
g c3n4 nanotubes
compared to pure g c3n4
environmental and energy applications
tio2 g c3n4 hybrid
g c3n4 quantum dots
g c3n4 nanohybrids
successfully synthesized through
g c3n4 tio2 nanocomposite
over 500 cycles
ag decorated g c3n4
experiment results
very stable
80 nm
mineralization of organic
n 2 reduction
an oxidant
derived from melamine
that of g c3n4
used to evaluate
appears to
of green and
n 2 molecule
high turnover
dual ion
of great importance
@ au
affinity binding
maximum h 2 evolution rate
0.2 ev
encoded by
partial amino acid sequence of
high photogenerated
practical use
cn sample
with improved visible light photocatalytic
method to fabricate
photocatalytic degradation of rhodamine
g c3n4 ceo2
a facile one step
practical wastewater
times more than
structural basis
qds @
enhanced photocatalytic activity under visible light
pcn composite
very attractive
enhancing visible light
ordered mesoporous g c3n4
2d 2d interface
in order to overcome
photocatalytic activity under visible light
enhanced visible light photocatalytic activity novel
hydrogen evolution rate of
electron energy
modification of graphitic carbon nitride
10 min
photocatalytic activity towards
high electron hole
these proteins
detection limit as low as
o doped
diffraction studies
a new kind of
possible mechanisms
photocatalyst comprises
highly photocatalytic
catalytic hydrogen evolution
a feasible route
paid to
an enhanced photocurrent
played important roles in
water splitting applications
structured carbon
o doped g c3n4
green method
a simple calcination method
a possible reaction mechanism
x ray absorption
visible light photocatalytic degradation
1.7 times
c3n4 coated
layered carbon nitride
g c3n4 wo3
5.0 x 10
self modification
free conditions
an example
photocatalytic co2 reduction under visible light
structures and optical properties
alpha c3n4 and beta
promising candidate for
between mos2 and
c 1s
1.5 wt
charge carriers in g c3n4
s doped graphitic carbon nitride
application in photocatalysis
best catalytic activity
limited visible light
c3n4 crystallites
the crucial role
tested under visible light
30 40
interacted with
alpha fe2o3 g c3n4 composite
within 150 min
photocatalytic activity for rhodamine
15 nm
in situ fabrication
photoelectrochemical detection
prepared by direct
k +
identification of
full potential
covalent structure of
cds @ au
techniques including xrd
synthesized through
g cn nanosheets
approach to enhance
generated by
bi2wo6 composites
uniformly deposited on
exhibits excellent visible light
methionine containing
by utilizing solar energy
hydrogen from water
to promote
ni2p g c3n4
metal free photocatalytic
to boost
a proof of concept
chemical energy conversion
promoting charge
s cn
explained by
an apparent
synthesis of magnetic
separation of photo generated electron
this issue
reach as high
for lithium ion batteries
carbon layers
ion exchange chromatography on
photocatalyst design
zno @
assemble into
nicop g c3n4
for energy conversion and
t c3n4
play important roles in
30 mg
a facile refluxing
one step solvothermal
@ mof
successfully doped into
cm 2
much less
m z
z scheme structure
photocatalytic hydrogen evolution photocatalytic hydrogen evolution
h 2 evolution rates
mass spectrometric analysis of
clearly demonstrate
c3n4 w18o49
photocatalyst with high efficiency
x ray photoelectron spectroscopy analysis
rate of
z scheme composite
by radio frequency
act as electron
used to catalyze
enhanced visible light photocatalytic activity of
v 1 s
c3n4 based composite photocatalysts
first order reaction
an electron acceptor
tetracycline under visible light irradiation
great interest
transfer of photoinduced
film deposited
c3n4 composite exhibits
core shell composites
visible light catalyst
novel metal free
different morphologies
t cn
powder x ray
c h bonds
treatment of bulk
between bivo4 and
g c3n4 nial ldh
in situ precipitation method
under simulated
highest value
variable regions of
the past decades
preparing composite
non graphene
in energy conversion and
compared with bulk
central composite
development of g c3n4 based
higher concentration
layered g c3n4
serve as active sites
tio2 hybrids
tetracycline degradation under visible light
this study describes
apart from
coated onto
c atoms
governed by
µmol g 1
knbo3 g c3n4
beneficial to
2d 2d heterojunctions
gamma b
exhibits high stability
carbon nitride nanosheets for efficient
performance for hydrogen evolution
cds nanosheets
g c3n4 nano sheets
10 times
isolated from human
cell performance
three components
efficient co2 reduction
to examine
under uv and visible light
modified g c3n4 composite
v versus
preparation of graphitic carbon nitride
g c3n4 and p25
generated h2o2
efficient photocathode
evaluated by degradation of methylene
much larger
all organic
the surface of g c3n4
and electrochemical impedance spectroscopy
kind of promising
limiting potential of
of graphitic carbon nitride
hydroxy 2
sequence specific
two semiconductors
covalently linked to
heterostructured g c3n4
experimental results indicated
using solar energy
this field
alpha 2
different ph values
similar to 90
agcl @ g c3n4
c3n4 graphene
alpha d
a consequence
in aqueous solution
c3n4 catalyst
a wide range of
separation of photo generated charge
photocatalysts for solar
5 times
in order to investigate
composite with enhanced photocatalytic activity
ternary z scheme
four major
of rgo and
h2 generation rate of
au pd g c3n4
to maximize
exhibited better photocatalytic activity
cu modified
excellent cyclic
the results of photocatalytic experiments
the recombination of photogenerated electron hole
for efficient visible light driven
core shell structures
activity under visible light
biosensor based on
i v
a single
exhibited enhanced visible
heterojunction with enhanced visible light
10 vol
metal catalyst
consisting of graphitic carbon nitride
h2o2 to produce
in vivo and in
g c3n4 bi2o2co3
c3n4 supported
cop g c3n4
experiment showed
preparing carbon
g c3n4 zno composite
showed much higher
in contrast
vs ag agcl
photocatalyst under visible light irradiation
g l
c pti
20 min
graphene nanocomposites
mechanism of enhanced photocatalytic activity
200 degrees c
to purify
strong interactions between
v g c3n4
promising materials
c cn
composites with enhanced photocatalytic
a good candidate
g c2n
g c3n4 microtubes
3.6 times
4 aminophenol
efficiency of photogenerated
photodegradation reaction
low cost and highly
arise from
enhanced photocatalytic activity toward
inactivation of e
new insights into
the formation of
tri s
inhibitory effect on
a simple one step
photocatalytic activity toward
improved photoelectrochemical
cqds g c3n4
high electron transfer
lamellar g c3n4
wo3 x
hybrids with enhanced
within 10 min
photocatalytic removal of
recombination rate of photogenerated electrons
an apparent rate constant
v 1
h 1
porous ultrathin g c3n4
this finding
5 amino
involved in
g c3n4 nanodots
an average size of
films synthesized
30 nm
thus providing
separation of electrons and holes
0.2 wt
rhb and phenol
combined effect of
g c3n4 mgo
fenton like system
the prepared samples
lambda 400
pt zno
high electrochemical
facile in situ precipitation method
for efficient photocatalysis
significantly enhanced photocatalytic
replaced by
cd0.5zn0.5s g c3n4
microwave process
transmission electron microscopy analysis
more active
porous hybrid
g c3n4 and fe2o3
thus enhancing
evenly distributed on
compared with pure g c3n4
positive effect on
facile and cost effective
g c3n4 monolayer
but challenging
found to
obtained from
formation of beta c3n4
more intensive
highly efficient photocatalytic hydrogen evolution
32 +
o and c
c3n4 tio2 photocatalyst
4.6 times
much smaller
portions of
g 1
improved photocatalytic hydrogen
0.1 wt
ag zno g c3n4
fe2o3 composite
antibody against
focus on
films deposited at
few years
fluorescent graphitic carbon nitride
2d inorganic
pd c3n4
of dicyandiamide and
l ascorbic acid
modified tio2 nanotube
si o
carrier transfer and separation
low electron
x y
efficiency of photogenerated charge carriers
unique two dimensional
25 min
optimal amount of
two main
f doped
photocatalytic field
dispersive analysis
water splitting under visible light irradiation
inserted into
activation of plasminogen by
injected into
c = o
oxygen containing
the fact
new ideas
the photogenerated charge carriers
than pure g c3n4
only slightly
the authors
t =
act as active sites
with enhanced visible light photocatalytic performance
increased charge transfer
graphitic carbon nitride based photocatalysts
pure g c3n4 nanosheets
chemical society
pt @ g c3n4
10 mg l
g c3n4 zno nanocomposites
generated electrons and holes
the g c3n4
preparation of
